"Dhin" "Dain" "Bwin" "Erosion" "deltacrest"
"1151" 6.17 74.949 52.000 5.275 0.390
"1152" 4.07 64.883 52.000 4.070 0.000
"1153" 4.37 71.682 52.000 6.556 0.000
"1154" 4.77 83.552 52.000 4.770 0.000
"1155" 5.17 93.716 52.000 5.170 0.000
"1156" 2.57 36.227 52.000 2.570 0.000
"1157" 5.67 124.108 52.000 0.000 0.000
"1158" 6.17 142.824 52.000 0.000 0.000
"1159" 2.57 31.086 52.000 2.570 0.000
"1160" 2.87 37.519 52.000 1.435 0.000
"1161" 3.17 42.938 52.000 1.585 0.000
"1162" 3.47 50.361 52.000 1.735 0.000
"1163" 3.77 56.47 52.000 1.885 0.000
"1164" 4.07 64.883 52.000 0.000 0.000
"1165" 4.37 73.867 52.000 0.000 0.000
"1166" 4.77 83.552 52.000 0.000 0.000
"1167" 2.87 43.26 52.000 1.435 0.000
"1168" 5.17 96.301 52.000 0.000 0.000
"1169" 5.67 112.767 52.000 0.000 0.000
"1170" 6.17 130.483 52.000 0.000 0.000
"1171" 2.57 25.945 52.000 2.570 0.000
"1172" 2.87 31.778 52.000 1.435 0.000
"1173" 3.17 36.597 52.000 1.585 0.000
"1174" 3.47 43.42 52.000 1.735 0.000
"1175" 3.77 48.929 52.000 1.885 0.000
"1176" 4.07 56.742 52.000 0.000 0.000
"1177" 4.37 65.126 52.000 0.000 0.000
"1178" 3.17 49.279 52.000 1.585 0.000
"1179" 4.77 74.011 52.000 0.000 0.000
"1180" 5.17 85.96 52.000 0.000 0.000
"1181" 5.67 101.426 52.000 0.000 0.000
"1182" 6.17 118.142 52.000 0.000 0.000
"1183" 2.57 20.804 52.000 2.570 0.000
"1184" 2.87 26.037 52.000 1.435 0.000
"1185" 3.17 30.256 52.000 1.585 0.000
"1186" 3.47 36.479 52.000 1.735 0.000
"1187" 3.77 41.388 52.000 1.885 0.000
"1188" 4.07 48.602 52.000 0.000 0.000
"1189" 3.47 57.302 52.000 1.735 0.000
"1190" 4.37 56.385 52.000 0.000 0.000
"1191" 4.77 64.47 52.000 0.000 0.000
"1192" 5.17 75.62 52.000 0.000 0.000
"1193" 5.67 90.085 52.000 0.000 0.000
"1194" 6.17 105.801 52.000 0.000 0.000
"1195" 2.57 15.663 52.000 3.143 0.440
"1196" 2.87 20.296 52.000 2.432 0.330
"1197" 3.17 23.915 52.000 2.581 0.330
"1198" 3.47 29.539 52.000 1.115 0.080
"1199" 3.77 33.847 52.000 4.471 0.310
"1200" 3.77 64.011 52.000 1.885 0.000
"1201" 4.07 40.461 52.000 0.000 0.000
"1202" 4.37 47.644 52.000 0.000 0.000
"1203" 4.77 54.929 52.000 0.000 0.000
"1204" 5.17 65.279 52.000 0.000 0.000
"1205" 5.67 78.745 52.000 0.000 0.000
"1206" 6.17 93.46 52.000 0.000 0.000
"1207" 4.07 73.024 52.000 0.000 0.000
"1208" 4.37 82.608 52.000 0.000 0.000
"1209" 4.77 93.093 52.000 0.000 0.000
"1210" 5.17 106.642 52.000 0.000 0.000
"1211" 2.57 38.797 52.000 1.285 0.000
"1212" 5.67 141.12 52.000 0.000 0.000
"1213" 6.17 161.336 52.000 0.000 0.000
"1214" 2.57 33.656 52.000 1.285 0.000
"1215" 2.87 40.39 52.000 0.000 0.000
"1216" 3.17 47.693 52.000 0.000 0.000
"1217" 3.47 55.567 52.000 0.000 0.000
"1218" 3.77 64.011 52.000 0.000 0.000
"1219" 4.07 73.024 52.000 0.000 0.000
"1220" 4.37 82.608 52.000 0.000 0.000
"1221" 4.77 95.478 52.000 0.000 0.000
"1222" 2.87 46.131 52.000 0.000 0.000
"1223" 5.17 109.228 52.000 0.000 0.000
"1224" 5.67 129.779 52.000 0.000 0.000
"1225" 6.17 148.995 52.000 0.000 0.000
"1226" 2.57 28.515 52.000 1.285 0.000
"1227" 2.87 34.649 52.000 0.000 0.000
"1228" 3.17 41.352 52.000 0.000 0.000
"1229" 3.47 48.626 52.000 0.000 0.000
"1230" 3.77 56.47 52.000 0.000 0.000
"1231" 4.07 64.883 52.000 0.000 0.000
"1232" 4.37 73.867 52.000 0.000 0.000
"1233" 3.17 54.034 52.000 0.000 0.000
"1234" 4.77 85.937 52.000 0.000 0.000
"1235" 5.17 98.887 52.000 0.000 0.000
"1236" 5.67 118.438 52.000 0.000 0.000
"1237" 6.17 136.654 52.000 0.000 0.000
"1238" 2.57 23.374 52.000 1.285 0.000
"1239" 2.87 28.908 52.000 0.000 0.000
"1240" 3.17 35.012 52.000 0.000 0.000
"1241" 3.47 41.685 52.000 0.000 0.000
"1242" 3.77 48.929 52.000 0.000 0.000
"1243" 4.07 56.742 52.000 0.000 0.000
"1244" 3.47 62.508 52.000 0.000 0.000
"1245" 4.37 65.126 52.000 0.000 0.000
"1246" 4.77 76.396 52.000 0.000 0.000
"1247" 5.17 88.546 52.000 0.000 0.000
"1248" 5.67 107.097 52.000 0.000 0.000
"1249" 6.17 124.313 52.000 0.000 0.000
"1250" 2.57 18.233 52.000 2.448 0.330
"1251" 2.87 23.167 52.000 0.000 0.000
"1252" 3.17 28.671 52.000 0.000 0.000
"1253" 3.47 34.744 52.000 0.000 0.000
"1254" 3.77 41.388 52.000 0.000 0.000
"1255" 3.77 71.552 52.000 0.000 0.000
"1256" 4.07 48.602 52.000 0.000 0.000
"1257" 4.37 56.385 52.000 0.000 0.000
"1258" 4.77 66.855 52.000 0.000 0.000
"1259" 5.17 78.205 52.000 0.000 0.000
"1260" 5.67 95.756 52.000 0.000 0.000
"1261" 6.17 111.972 52.000 0.000 0.000
"1262" 4.07 81.165 52.000 0.000 0.000
"1263" 4.37 91.349 52.000 0.000 0.000
"1264" 4.77 105.019 52.000 0.000 0.000
"1265" 5.17 119.569 52.000 0.000 0.000
"1266" 2.57 42.653 52.000 0.000 0.000
"1267" 5.67 155.296 52.000 0.000 0.000
"1268" 6.17 179.847 52.000 0.000 0.000
"1269" 2.57 37.512 52.000 0.000 0.000
"1270" 2.87 44.695 52.000 0.000 0.000
"1271" 3.17 52.449 52.000 0.000 0.000
"1272" 3.47 60.773 52.000 0.000 0.000
"1273" 3.77 71.552 52.000 0.000 0.000
"1274" 4.07 81.165 52.000 0.000 0.000
"1275" 4.37 91.349 52.000 0.000 0.000
"1276" 4.77 107.404 52.000 0.000 0.000
"1277" 2.87 50.436 52.000 0.000 0.000
"1278" 5.17 122.154 52.000 0.000 0.000
"1279" 5.67 143.955 52.000 0.000 0.000
"1280" 6.17 167.506 52.000 0.000 0.000
"1281" 2.57 32.371 52.000 0.000 0.000
"1282" 2.87 38.954 52.000 0.000 0.000
"1283" 3.17 46.108 52.000 0.000 0.000
"1284" 3.47 53.832 52.000 0.000 0.000
"1285" 3.77 64.011 52.000 0.000 0.000
"1286" 4.07 73.024 52.000 0.000 0.000
"1287" 4.37 82.608 52.000 0.000 0.000
"1288" 3.17 58.79 52.000 0.000 0.000
"1289" 4.77 97.863 52.000 0.000 0.000
"1290" 5.17 111.813 52.000 0.000 0.000
"1291" 5.67 132.614 52.000 0.000 0.000
"1292" 6.17 155.165 52.000 0.000 0.000
"1293" 2.57 27.23 52.000 0.000 0.000
"1294" 2.87 33.214 52.000 0.000 0.000
"1295" 3.17 39.767 52.000 0.000 0.000
"1296" 3.47 46.891 52.000 0.000 0.000
"1297" 3.77 56.47 52.000 0.000 0.000
"1298" 4.07 64.883 52.000 0.000 0.000
"1299" 3.47 67.714 52.000 0.000 0.000
"1300" 4.37 73.867 52.000 0.000 0.000
"1301" 4.77 88.322 52.000 0.000 0.000
"1302" 5.17 101.472 52.000 0.000 0.000
"1303" 5.67 121.273 52.000 0.000 0.000
"1304" 6.17 142.824 52.000 0.000 0.000
"1305" 2.57 22.089 52.000 0.000 0.000
"1306" 2.87 27.473 52.000 0.000 0.000
"1307" 3.17 33.426 52.000 0.000 0.000
"1308" 3.47 39.95 52.000 0.000 0.000
"1309" 3.77 48.929 52.000 0.000 0.000
"1310" 3.77 79.093 52.000 0.000 0.000
"1311" 4.07 56.742 52.000 0.000 0.000
"1312" 4.37 65.126 52.000 0.000 0.000
"1313" 4.77 78.781 52.000 0.000 0.000
"1314" 5.17 91.131 52.000 0.000 0.000
"1315" 5.67 109.932 52.000 0.000 0.000
"1316" 6.17 130.483 52.000 0.000 0.000
"1317" 4.07 89.306 52.000 0.000 0.000
"1318" 4.37 100.09 52.000 0.000 0.000
"1319" 4.77 116.945 52.000 0.000 0.000
"1320" 5.17 132.495 52.000 0.000 0.000
"1321" 2.57 45.223 52.000 0.000 0.000
"1322" 5.67 172.307 52.000 0.000 0.000
"1323" 6.17 198.358 52.000 0.000 0.000
"1324" 2.57 40.082 52.000 0.000 0.000
"1325" 2.87 49.001 52.000 0.000 0.000
"1326" 3.17 57.205 52.000 0.000 0.000
"1327" 3.47 67.714 52.000 0.000 0.000
"1328" 3.77 77.207 52.000 0.000 0.000
"1329" 4.07 89.306 52.000 0.000 0.000
"1330" 4.37 100.09 52.000 0.000 0.000
"1331" 4.77 116.945 52.000 0.000 0.000
"1332" 2.87 54.742 52.000 0.000 0.000
"1333" 5.17 135.08 52.000 0.000 0.000
"1334" 5.67 160.966 52.000 0.000 0.000
"1335" 6.17 186.017 52.000 0.000 0.000
"1336" 2.57 34.941 52.000 0.000 0.000
"1337" 2.87 43.26 52.000 0.000 0.000
"1338" 3.17 50.864 52.000 0.000 0.000
"1339" 3.47 60.773 52.000 0.000 0.000
"1340" 3.77 69.666 52.000 0.000 0.000
"1341" 4.07 81.165 52.000 0.000 0.000
"1342" 4.37 91.349 52.000 0.000 0.000
"1343" 3.17 63.546 52.000 0.000 0.000
"1344" 4.77 107.404 52.000 0.000 0.000
"1345" 5.17 124.739 52.000 0.000 0.000
"1346" 5.67 149.625 52.000 0.000 0.000
"1347" 6.17 173.677 52.000 0.000 0.000
"1348" 2.57 29.8 52.000 0.000 0.000
"1349" 2.87 37.519 52.000 0.000 0.000
"1350" 3.17 44.523 52.000 0.000 0.000
"1351" 3.47 53.832 52.000 0.000 0.000
"1352" 3.77 62.125 52.000 0.000 0.000
"1353" 4.07 73.024 52.000 0.000 0.000
"1354" 3.47 74.655 52.000 0.000 0.000
"1355" 4.37 82.608 52.000 0.000 0.000
"1356" 4.77 97.863 52.000 0.000 0.000
"1357" 5.17 114.398 52.000 0.000 0.000
"1358" 5.67 138.284 52.000 0.000 0.000
"1359" 6.17 161.336 52.000 0.000 0.000
"1360" 2.57 24.659 52.000 0.000 0.000
"1361" 2.87 31.778 52.000 0.000 0.000
"1362" 3.17 38.182 52.000 0.000 0.000
"1363" 3.47 46.891 52.000 0.000 0.000
"1364" 3.77 54.585 52.000 0.000 0.000
"1365" 3.77 84.748 52.000 0.000 0.000
"1366" 4.07 64.883 52.000 0.000 0.000
"1367" 4.37 73.867 52.000 0.000 0.000
"1368" 4.77 88.322 52.000 0.000 0.000
"1369" 5.17 104.057 52.000 0.000 0.000
"1370" 5.67 126.944 52.000 0.000 0.000
"1371" 2.529 31.762 33.000 8.852 0.000
"1372" 4.07 97.447 52.000 0.000 0.000
"1373" 4.37 108.831 52.000 0.000 0.000
"1374" 4.77 126.486 52.000 0.000 0.000
"1375" 5.17 145.421 52.000 0.000 0.000
"1376" 2.579 32.498 62.000 3.869 0.000
"1377" 5.679 110.156 62.000 2.840 0.000
"1378" 6.179 124.55 62.000 6.179 0.000
"1379" 2.579 27.339 62.000 3.869 0.000
"1380" 2.879 33.335 62.000 4.319 0.000
"1381" 3.179 38.311 62.000 4.769 0.000
"1382" 3.479 43.558 62.000 5.219 0.000
"1383" 3.779 50.963 62.000 3.779 0.000
"1384" 4.079 56.899 62.000 4.079 0.000
"1385" 4.379 63.106 62.000 4.379 0.000
"1386" 4.779 74.19 62.000 4.779 0.000
"1387" 2.879 39.093 62.000 4.319 0.000
"1388" 5.179 83.565 62.000 5.179 0.000
"1389" 5.679 98.798 62.000 2.840 0.000
"1390" 6.179 112.192 62.000 6.179 0.000
"1391" 2.579 22.181 62.000 3.869 0.000
"1392" 2.879 27.577 62.000 4.319 0.000
"1393" 3.179 31.953 62.000 4.769 0.000
"1394" 3.479 36.599 62.000 5.219 0.000
"1395" 3.779 43.405 62.000 3.779 0.000
"1396" 4.079 48.741 62.000 4.079 0.000
"1397" 4.379 54.347 62.000 4.379 0.000
"1398" 3.179 44.67 62.000 4.769 0.000
"1399" 4.779 64.632 62.000 4.779 0.000
"1400" 5.179 73.207 62.000 5.179 0.000
"1401" 5.679 87.44 62.000 2.840 0.000
"1402" 6.179 99.834 62.000 6.179 0.000
"1403" 2.579 17.023 62.000 4.532 0.330
"1404" 2.879 21.819 62.000 6.014 0.290
"1405" 3.179 25.595 62.000 4.334 0.100
"1406" 3.479 29.641 62.000 5.959 0.200
"1407" 3.779 35.847 62.000 3.779 0.000
"1408" 4.079 40.583 62.000 4.079 0.000
"1409" 3.479 50.516 62.000 5.219 0.000
"1410" 4.379 45.589 62.000 4.379 0.000
"1411" 4.779 55.074 62.000 4.779 0.000
"1412" 5.179 62.849 62.000 5.179 0.000
"1413" 5.679 76.082 62.000 2.840 0.000
"1414" 6.179 87.475 62.000 6.179 0.000
"1415" 2.579 11.865 62.000 4.861 1.000
"1416" 2.879 16.061 62.000 3.873 0.670
"1417" 3.179 19.237 62.000 4.172 0.670
"1418" 3.479 22.683 62.000 4.472 0.670
"1419" 3.779 28.289 62.000 5.218 0.550
"1420" 3.779 58.521 62.000 3.779 0.000
"1421" 4.079 32.425 62.000 5.404 0.670
"1422" 4.379 36.831 62.000 5.703 0.670
"1423" 4.779 45.516 62.000 3.217 0.330
"1424" 5.179 52.49 62.000 5.178 0.430
"1425" 5.679 64.724 62.000 3.833 0.330
"1426" 6.179 75.117 62.000 4.083 0.330
"1427" 4.079 65.058 62.000 4.079 0.000
"1428" 4.379 71.864 62.000 4.379 0.000
"1429" 4.779 83.748 62.000 4.779 0.000
"1430" 5.179 93.923 62.000 5.179 0.000
"1431" 2.579 36.366 62.000 2.579 0.000
"1432" 5.679 124.354 62.000 0.000 0.000
"1433" 6.179 143.087 62.000 0.000 0.000
"1434" 2.579 31.208 62.000 2.579 0.000
"1435" 2.879 37.654 62.000 1.440 0.000
"1436" 3.179 43.08 62.000 1.590 0.000
"1437" 3.479 50.516 62.000 1.740 0.000
"1438" 3.779 56.632 62.000 1.890 0.000
"1439" 4.079 65.058 62.000 0.000 0.000
"1440" 4.379 74.053 62.000 0.000 0.000
"1441" 4.779 83.748 62.000 0.000 0.000
"1442" 2.879 43.412 62.000 1.440 0.000
"1443" 5.179 96.513 62.000 0.000 0.000
"1444" 5.679 112.996 62.000 0.000 0.000
"1445" 6.179 130.729 62.000 0.000 0.000
"1446" 2.579 26.05 62.000 2.579 0.000
"1447" 2.879 31.896 62.000 1.440 0.000
"1448" 3.179 36.722 62.000 1.590 0.000
"1449" 3.479 43.558 62.000 1.740 0.000
"1450" 3.779 49.074 62.000 1.890 0.000
"1451" 4.079 56.899 62.000 0.000 0.000
"1452" 4.379 65.295 62.000 0.000 0.000
"1453" 3.179 49.438 62.000 1.590 0.000
"1454" 4.779 74.19 62.000 0.000 0.000
"1455" 5.179 86.155 62.000 0.000 0.000
"1456" 5.679 101.638 62.000 0.000 0.000
"1457" 6.179 118.371 62.000 0.000 0.000
"1458" 2.579 20.892 62.000 2.579 0.000
"1459" 2.879 26.137 62.000 1.440 0.000
"1460" 3.179 30.364 62.000 1.590 0.000
"1461" 3.479 36.599 62.000 1.740 0.000
"1462" 3.779 41.516 62.000 1.890 0.000
"1463" 4.079 48.741 62.000 0.000 0.000
"1464" 3.479 57.474 62.000 1.740 0.000
"1465" 4.379 56.537 62.000 0.000 0.000
"1466" 4.779 64.632 62.000 0.000 0.000
"1467" 5.179 75.796 62.000 0.000 0.000
"1468" 5.679 90.28 62.000 0.000 0.000
"1469" 6.179 106.013 62.000 0.000 0.000
"1470" 2.579 15.734 62.000 3.237 0.450
"1471" 2.879 20.379 62.000 2.436 0.330
"1472" 3.179 24.005 62.000 2.586 0.330
"1473" 3.479 29.641 62.000 1.494 0.110
"1474" 3.779 33.957 62.000 3.051 0.330
"1475" 3.779 64.19 62.000 1.890 0.000
"1476" 4.079 40.583 62.000 0.000 0.000
"1477" 4.379 47.779 62.000 0.000 0.000
"1478" 4.779 55.074 62.000 0.000 0.000
"1479" 5.179 65.438 62.000 0.000 0.000
"1480" 5.679 78.921 62.000 0.000 0.000
"1481" 6.179 93.655 62.000 0.000 0.000
"1482" 4.079 73.216 62.000 0.000 0.000
"1483" 4.379 82.812 62.000 0.000 0.000
"1484" 4.779 93.306 62.000 0.000 0.000
"1485" 5.179 106.871 62.000 0.000 0.000
"1486" 2.579 38.945 62.000 1.290 0.000
"1487" 5.679 141.391 62.000 0.000 0.000
"1488" 6.179 161.625 62.000 0.000 0.000
"1489" 2.579 33.787 62.000 1.290 0.000
"1490" 2.879 40.533 62.000 0.000 0.000
"1491" 3.179 47.849 62.000 0.000 0.000
"1492" 3.479 55.734 62.000 0.000 0.000
"1493" 3.779 64.19 62.000 0.000 0.000
"1494" 4.079 73.216 62.000 0.000 0.000
"1495" 4.379 82.812 62.000 0.000 0.000
"1496" 4.779 95.696 62.000 0.000 0.000
"1497" 2.879 46.291 62.000 0.000 0.000
"1498" 5.179 109.461 62.000 0.000 0.000
"1499" 5.679 130.033 62.000 0.000 0.000
"1500" 6.179 149.266 62.000 0.000 0.000
"1501" 2.579 28.629 62.000 1.290 0.000
"1502" 2.879 34.775 62.000 0.000 0.000
"1503" 3.179 41.49 62.000 0.000 0.000
"1504" 3.479 48.776 62.000 0.000 0.000
"1505" 3.779 56.632 62.000 0.000 0.000
"1506" 4.079 65.058 62.000 0.000 0.000
"1507" 4.379 74.053 62.000 0.000 0.000
"1508" 3.179 54.207 62.000 0.000 0.000
"1509" 4.779 86.138 62.000 0.000 0.000
"1510" 5.179 99.102 62.000 0.000 0.000
"1511" 5.679 118.675 62.000 0.000 0.000
"1512" 6.179 136.908 62.000 0.000 0.000
"1513" 2.579 23.471 62.000 1.290 0.000
"1514" 2.879 29.017 62.000 0.000 0.000
"1515" 3.179 35.132 62.000 0.000 0.000
"1516" 3.479 41.818 62.000 0.000 0.000
"1517" 3.779 49.074 62.000 0.000 0.000
"1518" 4.079 56.899 62.000 0.000 0.000
"1519" 3.479 62.693 62.000 0.000 0.000
"1520" 4.379 65.295 62.000 0.000 0.000
"1521" 4.779 76.58 62.000 0.000 0.000
"1522" 5.179 88.744 62.000 0.000 0.000
"1523" 5.679 107.317 62.000 0.000 0.000
"1524" 6.179 124.55 62.000 0.000 0.000
"1525" 2.579 18.313 62.000 2.453 0.330
"1526" 2.879 23.258 62.000 0.000 0.000
"1527" 3.179 28.774 62.000 0.000 0.000
"1528" 3.479 34.86 62.000 0.000 0.000
"1529" 3.779 41.516 62.000 0.000 0.000
"1530" 3.779 71.748 62.000 0.000 0.000
"1531" 4.079 48.741 62.000 0.000 0.000
"1532" 4.379 56.537 62.000 0.000 0.000
"1533" 4.779 67.021 62.000 0.000 0.000
"1534" 5.179 78.386 62.000 0.000 0.000
"1535" 5.679 95.959 62.000 0.000 0.000
"1536" 6.179 112.192 62.000 0.000 0.000
"1537" 4.079 81.374 62.000 0.000 0.000
"1538" 4.379 91.57 62.000 0.000 0.000
"1539" 4.779 105.254 62.000 0.000 0.000
"1540" 5.179 119.819 62.000 0.000 0.000
"1541" 2.579 42.814 62.000 0.000 0.000
"1542" 5.679 155.589 62.000 0.000 0.000
"1543" 6.179 180.162 62.000 0.000 0.000
"1544" 2.579 37.656 62.000 0.000 0.000
"1545" 2.879 44.852 62.000 0.000 0.000
"1546" 3.179 52.617 62.000 0.000 0.000
"1547" 3.479 60.953 62.000 0.000 0.000
"1548" 3.779 71.748 62.000 0.000 0.000
"1549" 4.079 81.374 62.000 0.000 0.000
"1550" 4.379 91.57 62.000 0.000 0.000
"1551" 4.779 107.644 62.000 0.000 0.000
"1552" 2.879 50.61 62.000 0.000 0.000
"1553" 5.179 122.408 62.000 0.000 0.000
"1554" 5.679 144.231 62.000 0.000 0.000
"1555" 6.179 167.804 62.000 0.000 0.000
"1556" 2.579 32.498 62.000 0.000 0.000
"1557" 2.879 39.093 62.000 0.000 0.000
"1558" 3.179 46.259 62.000 0.000 0.000
"1559" 3.479 53.995 62.000 0.000 0.000
"1560" 3.779 64.19 62.000 0.000 0.000
"1561" 4.079 73.216 62.000 0.000 0.000
"1562" 4.379 82.812 62.000 0.000 0.000
"1563" 3.179 58.975 62.000 0.000 0.000
"1564" 4.779 98.086 62.000 0.000 0.000
"1565" 5.179 112.05 62.000 0.000 0.000
"1566" 5.679 132.873 62.000 0.000 0.000
"1567" 6.179 155.446 62.000 0.000 0.000
"1568" 2.579 27.339 62.000 0.000 0.000
"1569" 2.879 33.335 62.000 0.000 0.000
"1570" 3.179 39.901 62.000 0.000 0.000
"1571" 3.479 47.037 62.000 0.000 0.000
"1572" 3.779 56.632 62.000 0.000 0.000
"1573" 4.079 65.058 62.000 0.000 0.000
"1574" 3.479 67.911 62.000 0.000 0.000
"1575" 4.379 74.053 62.000 0.000 0.000
"1576" 4.779 88.527 62.000 0.000 0.000
"1577" 5.179 101.692 62.000 0.000 0.000
"1578" 5.679 121.515 62.000 0.000 0.000
"1579" 6.179 143.087 62.000 0.000 0.000
"1580" 2.579 22.181 62.000 0.000 0.000
"1581" 2.879 27.577 62.000 0.000 0.000
"1582" 3.179 33.543 62.000 0.000 0.000
"1583" 3.479 40.078 62.000 0.000 0.000
"1584" 3.779 49.074 62.000 0.000 0.000
"1585" 3.779 79.306 62.000 0.000 0.000
"1586" 4.079 56.899 62.000 0.000 0.000
"1587" 4.379 65.295 62.000 0.000 0.000
"1588" 4.779 78.969 62.000 0.000 0.000
"1589" 5.179 91.334 62.000 0.000 0.000
"1590" 5.679 110.156 62.000 0.000 0.000
"1591" 6.179 130.729 62.000 0.000 0.000
"1592" 4.079 89.532 62.000 0.000 0.000
"1593" 4.379 100.328 62.000 0.000 0.000
"1594" 4.779 117.202 62.000 0.000 0.000
"1595" 5.179 132.766 62.000 0.000 0.000
"1596" 2.579 45.393 62.000 0.000 0.000
"1597" 5.679 172.626 62.000 0.000 0.000
"1598" 6.179 198.699 62.000 0.000 0.000
"1599" 2.579 40.235 62.000 0.000 0.000
"1600" 2.879 49.17 62.000 0.000 0.000
"1601" 3.179 57.386 62.000 0.000 0.000
"1602" 3.479 67.911 62.000 0.000 0.000
"1603" 3.779 77.417 62.000 0.000 0.000
"1604" 4.079 89.532 62.000 0.000 0.000
"1605" 4.379 100.328 62.000 0.000 0.000
"1606" 4.779 117.202 62.000 0.000 0.000
"1607" 2.879 54.928 62.000 0.000 0.000
"1608" 5.179 135.356 62.000 0.000 0.000
"1609" 5.679 161.268 62.000 0.000 0.000
"1610" 6.179 186.341 62.000 0.000 0.000
"1611" 2.579 35.077 62.000 0.000 0.000
"1612" 2.879 43.412 62.000 0.000 0.000
"1613" 3.179 51.028 62.000 0.000 0.000
"1614" 3.479 60.953 62.000 0.000 0.000
"1615" 3.779 69.859 62.000 0.000 0.000
"1616" 4.079 81.374 62.000 0.000 0.000
"1617" 4.379 91.57 62.000 0.000 0.000
"1618" 3.179 63.744 62.000 0.000 0.000
"1619" 4.779 107.644 62.000 0.000 0.000
"1620" 5.179 124.998 62.000 0.000 0.000
"1621" 5.679 149.91 62.000 0.000 0.000
"1622" 6.179 173.983 62.000 0.000 0.000
"1623" 2.579 29.919 62.000 0.000 0.000
"1624" 2.879 37.654 62.000 0.000 0.000
"1625" 3.179 44.67 62.000 0.000 0.000
"1626" 3.479 53.995 62.000 0.000 0.000
"1627" 3.779 62.301 62.000 0.000 0.000
"1628" 4.079 73.216 62.000 0.000 0.000
"1629" 3.479 74.869 62.000 0.000 0.000
"1630" 4.379 82.812 62.000 0.000 0.000
"1631" 4.779 98.086 62.000 0.000 0.000
"1632" 5.179 114.64 62.000 0.000 0.000
"1633" 5.679 138.552 62.000 0.000 0.000
"1634" 6.179 161.625 62.000 0.000 0.000
"1635" 2.579 24.76 62.000 0.000 0.000
"1636" 2.879 31.896 62.000 0.000 0.000
"1637" 3.179 38.311 62.000 0.000 0.000
"1638" 3.479 47.037 62.000 0.000 0.000
"1639" 3.779 54.742 62.000 0.000 0.000
"1640" 3.779 84.975 62.000 0.000 0.000
"1641" 4.079 65.058 62.000 0.000 0.000
"1642" 4.379 74.053 62.000 0.000 0.000
"1643" 4.779 88.527 62.000 0.000 0.000
"1644" 5.179 104.281 62.000 0.000 0.000
"1645" 5.679 127.194 62.000 0.000 0.000
"1646" 2.529 31.762 33.000 8.852 0.000
"1647" 4.079 97.69 55.000 0.000 0.000
"1648" 4.379 109.086 55.000 0.000 0.000
"1649" 4.779 126.76 55.000 0.000 0.000
"1650" 5.179 145.714 62.000 0.000 0.000
